"","IC1","IC2","IC3","IC4","IC5"
"EIF4B",0.952894758887955,0.459263934189318,0.33629249644251,-0.0776238221121742,0.996972137901192
"GPC1",0.853113618666674,1.19039087724905,-0.00598799400309571,-0.61379813667283,-0.543914692671824
"SPA17",1.22852115638274,-0.397382828560941,-1.20088673732302,-1.19257228228845,0.280364590467195
"WISP2",1.41648362869517,2.11389758164594,0.195909320617379,-1.45828936000031,1.04845483258257
"TAF2",0.776124116036327,0.151543697565397,0.954367525384992,0.6118302575655,0.0111485396840411
"HIPK2",0.944563250950333,0.44881625670367,0.823298173180306,0.0802039783506155,1.44389070635377
"SLC12A2",0.71281928894041,-1.20268239292608,-1.37838431647618,0.635065391716013,-0.033627232306533
"SNX24",0.691212950281213,0.159856754583435,-0.584844278725959,-0.17692927350524,0.149738926029699
"BTBD1",0.802383736783399,0.173964241613606,-1.15356232035299,-0.846231113454454,0.250156501679741
"BCAS1",0.887317387240645,-3.1665811376796,-2.07471582444254,-0.454748597263993,0.42704448221605
"GNAI3",0.758195357043712,0.269554492480595,-0.589770843645375,0.235245270597917,1.04511382452838
"IPO5",1.05135993311833,0.858005227428771,0.113848817086193,0.43854089121116,1.41076898065154
"OAT",0.955119835377661,0.399587007721875,1.6974563020797,1.37263504530402,-1.61293122241423
"WDR3",0.650251527778911,0.120668261019751,-0.403199837936803,1.25233286287398,-1.64854221632754
"PKN2",0.678847878557306,-0.0897559488518549,-0.963127890233747,0.753425823767742,-0.00844893324652611
"TRAM2",0.738865273583886,1.645367924095,-0.975299207611675,0.213547166737733,-1.11640379050645
"MCM10",0.96090132566504,0.305215047386636,-1.3174789306165,-0.0187074840729368,1.60070999622542
"ERBB3",1.24317630061907,-3.24250539875657,-0.567656089827252,0.445399846692577,-0.742740725062707
"PDIA5",0.932931285122418,0.561727572754812,-0.777670195807122,-0.584164003715334,0.568683579301222
"SLK",0.870049881869016,-0.177888189067683,1.40935599728078,0.717355145704004,0.781124381859323
"COL17A1",0.832461957818224,-3.12140119272302,-0.805397072435244,-1.80552525978655,1.3282238816232
"GSTO2",1.11516317191008,-1.31506382119576,-0.821849929533506,1.10264745762271,0.127319556297168
"SLC9A3",0.7718147910735,-1.79949131348386,0.669261529604041,-0.612963908282951,-1.60093522341912
"NGEF",0.839108061142783,-1.79756485964622,-0.193128617788022,0.948558650762328,-0.59848026562274
"ASPM",1.61166711337594,0.464241851493459,-0.872901132227228,2.42267557588973,-0.0870395885160288
"CLDN18",1.67387497521048,-3.64920652990792,-1.05389668035679,-1.22745824494311,-0.386105226699298
"MSANTD3",0.930697296971296,0.702231720476399,-0.210061583418101,-0.103882013874874,-0.525491616205353
"MTFR1",0.821405792175173,-0.235356486729028,-1.40298303253405,0.229306668443873,1.02692744845057
"DDX3Y",1.17833154893142,0.23877104866637,-0.897510160252258,-1.17386991411591,0.472370472110736
"PFKP",1.06944291486087,0.492927741402234,0.87895662525534,-1.0028303488672,-0.528962984366968
"NEO1",0.718161634644767,0.136679617037435,-0.626587331665025,0.700619768331791,0.523819273381716
"TRAM1",1.02549920266485,0.524144539428007,1.67863029637751,-0.549787421863604,0.0332618567564337
"PKM",0.876123947329008,0.359308920282301,-1.29729807691325,-0.718019246540245,-2.10731121768309
"RRP15",0.733749644522859,0.157133040703667,0.726093534092257,0.957454105377239,-1.67086450426423
"ZFY",1.08194093133213,0.242808798336511,0.490237571736618,0.637412992546731,0.338161452636965
"IARS2",0.946211024368268,0.121502474213456,1.51587760375332,0.0458817002180561,0.33425531513341
"PRR11",1.67825615049915,0.586256031463008,1.32415144540407,-0.00440919801935784,-0.437940977159379
"PITX1",1.13222161585415,-0.950055287806657,1.27875488583294,-0.579166031492972,-0.0339607832471793
"ABCC9",0.649796982563464,2.18995378666224,-0.950835665946682,0.693192617044296,-0.211754611446526
"NEDD4",1.25031879095712,1.17614266265179,-0.369209196241483,1.21389529164464,-1.85660082824038
"MAPK6",0.871621596626239,0.00191938708988931,0.113895986280554,0.855319042299619,0.501338472311835
"PFN2",0.93867911776747,1.87307890438528,-1.56025391682171,0.0249545144618312,-1.18487308106304
"PTPN3",1.27313132276486,-1.31054890185464,0.0810905619416735,-0.875982712013638,1.20154079123373
"SLC44A1",1.77623509682722,0.17317544465778,-0.159140537507377,0.599460613546169,1.26883562023135
"FSTL3",0.982979987778073,1.18725294307721,0.532804335175775,0.129204684686303,0.815230967557064
"WIPI1",0.973712483363641,0.755017333670626,-1.49942580108313,-0.535144055241374,0.473331716210724
"PTPN21",1.10213219912838,0.104546522902359,0.687350300035489,-0.527713308382363,-1.12425034380207
"MAP4K4",1.08031836915541,0.731718327948955,-1.35260525098415,-0.599547564814497,0.632488015310317
"TRIP13",1.44897603591552,0.547781904118301,0.626270891263182,0.118812288078013,0.701265669415101
"HLTF",0.85363583787834,0.320682769635956,-1.42708258676879,-0.529496031873697,-2.23659583014747
"SLC6A15",1.88750540792192,1.96908357627628,1.01399981222495,-0.447885382448604,-1.68783911808978
"ACTN1",0.98720563272853,0.935852870770092,1.01438325685217,0.586517797334982,0.0470665848431613
"EPN2",0.737195694005146,-0.0726572874763445,-0.374039531736871,0.631660954268181,-1.72073928322028
"LNX1",1.29831137142224,-0.515680961956487,1.19863201431997,-0.562553366534644,0.3561916521203
"TFRC",1.61170194910186,0.313453186763261,1.10163697168928,-0.934329098221364,0.546457686601877
"MPP5",0.756223595896324,-0.0746404707618033,-0.39991225654171,0.274925071867774,-0.235508576042254
"HMMR",1.74061349878396,0.649001518960015,-1.33665153358418,-1.79807550499359,-0.159894052679353
"P4HA2",1.45640054921447,0.639370872399485,-0.597323005082387,-0.295678691680397,-1.68406013969495
"EVC",1.05680015535772,2.44687269135262,-0.0598765344166924,1.25187605644068,-0.716508355836789
"PVR",1.16343967712607,-0.0149292265393508,0.852867165771013,0.46483025163397,-0.100372220076293
"NLE1",0.817212789910333,0.386652131467939,-0.121197957989553,-1.07110456129743,0.0825552652969896
"PPP2R3A",1.33555107716319,0.887293226574479,-0.434445092695138,0.822525814905229,0.0916440017457069
"IGF2BP2",1.8663512302046,0.666033932493136,0.126111444535213,0.190415873176532,1.36120673066037
"GLI2",1.64223298977576,0.399452650426107,1.78414675506174,-1.3721658161256,0.834966744379568
"PPP2R2C",1.20264695807999,0.443057102682586,0.134279289383254,0.211148674385869,-1.58894713031607
"CDHR2",0.777204141072052,-2.5828345701759,-0.674027054989522,-0.551398000386427,-1.13699685639025
"CA12",2.41772661984909,0.803460489545444,-2.67881050565572,1.45184486542528,-0.840985592529024
"NUAK1",1.27681584227559,0.715722358611408,1.06997855088804,-0.135356673042249,0.647458074056988
"LMAN1",0.904673430430584,0.918782760487523,-0.584375396647908,0.630814617730047,-0.25181041257043
"ENO1",0.934059590721693,0.897453947799031,0.619229959385761,-0.546430176087479,-1.11345706828899
"SRI",0.809959381397379,-0.0972116549482206,1.36968906049122,-0.050773539671341,-0.0207746781947909
"NUP37",0.711406844663534,0.202438700508115,0.231760212276696,-0.0270302933873082,-0.068142178416591
"GTSE1",1.28852832404875,0.445253317357136,-0.800221744185085,-0.922703106631832,-0.759271150752906
"SEMA3C",1.75303232335455,0.369577679325339,1.11847146369495,1.02854761769641,-0.576861906934385
"RASAL2",1.13724095363429,0.333140189546196,0.517506690541387,1.21924246422737,-1.18285474355229
"FNDC3B",0.897805372184803,0.446071484383085,-0.134089795087378,1.6368090531776,-0.0187566957263115
"MOCOS",1.83796320385686,0.0240278547482216,-0.632149007426242,0.701250659976707,1.159085784087
"PLXNA2",1.10571838644363,-0.795527153305164,-0.417058347710857,0.896886471028263,-1.43310640905695
"SPAG5",1.35672194541661,0.37700928023134,-1.07569522835722,-1.23803215204107,0.351287500477177
"TM9SF3",1.28817032624572,-0.463121822091838,-0.173783849836356,-0.0332493398666536,1.28469768776568
"UBE2T",1.24367574360809,-0.108033094380298,-0.985432383210084,-0.970635613043635,-0.0181961219147741
"DYNC1I2",0.853881717808364,0.225543325832565,0.329932337832027,0.0136382503791844,0.287197052373036
"SLC25A43",0.822028632825981,0.469566897713879,0.586774280949983,-1.60679107734618,0.502407906875463
"FBLN1",1.64271749897106,3.83027539404297,0.586153917085159,-0.497704194876112,-1.44013581718289
"MAP2",0.985938604450914,1.36352090908889,1.01245902882745,-1.17536886877871,0.784289117064789
"FAP",2.25151087606464,2.51236247231912,-0.40839954403397,1.10925421268757,-0.0947031769149645
"NEBL",1.43534327624227,-0.915464729935743,1.35760100280094,-0.19358949079727,1.32084699684951
"N4BP2",0.761052147052158,0.213952750585418,-2.45818045265679,-1.12283968606851,-0.188184146015657
"TULP3",0.768680412553313,0.481624316506224,-1.40256203180938,1.09987226722484,0.790705438471373
"HOXA9",1.15911707739886,1.1602605744822,-0.972321468918885,-0.586967065950371,2.39647168983481
"CDH17",1.15313921957564,-3.07227899006745,-0.801036655444887,0.260093819079451,2.87175877707078
"FKBP7",1.09568576696103,1.1324262654651,-0.9374257733986,-0.449878198210271,-0.171048648301207
"OPHN1",0.757966365144207,0.0978516928011285,-0.149932090218247,0.235647838457046,-0.725287509010334
"PGM1",0.888276316683329,0.299032963376956,2.08406062567805,1.73595140603175,-1.8753070729536
"DDX1",0.822535709696399,0.356553368541035,1.24553466282291,-0.200217468523938,-0.273669840155197
"MOXD1",0.74843782705182,2.02609068362128,0.591579473651365,-0.133971754344644,-0.608152292485422
"CRYBG3",1.17465894599953,0.0480728263242934,1.43124380569358,-0.117501287230412,-0.911032277777128
"SLC4A4",0.98120720189972,-1.50282824405621,1.98483954845468,-0.0472256846896557,-0.579039365238103
"COL5A3",0.948494100474403,2.22908361114318,1.90204174213042,-0.557058119908107,2.19139840927369
"MOK",1.57279902091786,-0.00056207663765903,-0.413081651829988,0.827317551988853,0.164373732224059
"HSP90AA1",0.843820281182155,-0.0126692960648557,0.393775282283714,-1.13845218471833,-0.665243844066664
"NDC80",1.20597710144339,0.64445033438601,1.6067633425712,-1.49454335340677,0.291812686105121
"MAGI3",0.767462759492819,-0.292481140862913,-1.60395953434434,-0.966482222307131,-1.22479504297493
"PCNP",0.847806414822433,0.134630344941161,0.564593057996151,-0.360486387488777,0.977515770914023
"EXD2",0.750544070458671,0.28846993517184,0.369460222147876,0.114281252085486,-1.52292878124995
"ARG2",0.837231394210665,-1.08849535843514,-0.663061632766654,0.459395533054502,-0.843072277428679
"CDC14B",1.16907159736789,0.0677538542894593,-1.13100085891522,0.0836910249639783,-2.92936682862111
"PCDHGA2",0.934912022341712,-1.00043900079877,-1.23276881015551,0.405776710024767,1.11513926702914
"ATP8B1",1.51827940998561,-0.501058469444359,0.871137505469299,0.36828741865123,1.0906983513745
"MPP4",0.679010277004033,0.904895503736539,0.241552282966692,0.82071713273196,-0.701193811313519
"BZW1",1.11364534246479,0.182122063311999,0.999990530567826,0.755746404057616,-1.14065771060299
"KCNK2",2.57175749367578,2.59638482160234,1.59206774858362,0.104875951824329,-1.31713604187756
"SERTAD4",0.876733733809341,-1.07322100298075,0.264563434919437,0.11354361665026,0.285117464351229
"ITGB5",0.888007830850552,0.501564952239847,1.5455163557781,0.721843948863228,-0.548781127550346
"GRHL2",1.05947854272926,-2.05952650178726,0.607846094359332,-0.979028976838273,0.0540140427222189
"TNPO1",0.804157065047223,0.414647210020291,-0.997695189919633,1.24700431403912,0.292208226462336
"PLOD1",1.05399580351585,1.07584214776171,-0.257221435242232,1.05795059594652,0.123446660965037
"PIBF1",0.741412589040689,0.0272945102186139,0.368490967223614,-0.51148553840398,-1.11862377413856
"OXCT1",1.06510801131353,0.378981597210106,-0.104431560949546,-0.708123142610074,0.361592921379231
"FAT1",3.00017152410428,-0.368930525194957,-2.18495539828794,0.558444280902233,0.756804665070479
"ZMPSTE24",0.886123292243494,-0.155689734211159,-1.16888355190178,-0.0832607579119124,0.776274956403177
"APLP2",0.816721945765391,-0.0906278802038205,-0.287067316085689,-0.649382428778138,0.163131583289895
"COL16A1",1.54111816438282,0.836035789079624,0.0499020650828002,-0.957456307588238,0.103975637795751
"CD59",1.39455234841501,0.278781594314991,-1.42746666634651,1.25532227469709,-0.362867953198089
"SCAMP1",1.16403543810956,0.0116906845691934,-1.08212144090483,-0.557423652157612,0.112075276167371
"PREP",0.894727240329936,-0.0786637806646772,0.394047818663171,-0.112672179893824,2.15641783218328
"CPNE3",1.11919894795536,0.376663681731978,2.38691234090216,-0.395710494828283,0.102169941910502
"CTTN",1.17478482614476,-0.0173497363918926,1.029041269599,0.223256310076723,0.310578646267079
"MTIF2",0.677377835152456,0.0708439014170507,-0.197445660389723,1.21354121446423,-1.11888322125281
"TTC39A",0.874832734256968,-1.90153765515365,-0.2588191805074,0.36910614828152,0.861947246884651
"ORC1",0.803974381370927,0.150447888130983,-0.513586220028772,1.83587365566057,2.55877279907253
"RAD54L",0.924633064474161,0.0345319149071022,0.738817023767501,-0.103886009305709,2.08770555771546
"MAST2",0.830812144919031,-0.193814673314077,-0.184487764653059,0.491820049677973,0.535751963483279
"CEACAM6",1.10448602713788,-4.43955827862173,0.0566296499172109,1.28391287790471,0.426107223085303
"HSD17B2",1.41447846736931,-2.08018713175196,0.431548277284227,1.20126752647834,1.51862968522518
"MTMR2",0.657086092193205,-0.0356175629299587,-1.31573673339277,0.084364639606682,-0.699022959681098
"TRIP6",0.763565642797928,0.482423230566055,-0.257870605640302,-0.0239614797859116,-0.72732026152973
"OGFOD1",0.688239275583364,0.311279235772672,-0.298303468831217,1.51590479951732,-0.472311879607996
"NID2",2.42287159058306,1.91617114805718,0.398282487995978,-0.0501528738831785,-0.603617709855362
"ERGIC2",0.800350817416535,0.301130792256227,0.998089832186515,-0.235812110228646,0.590228407069988
"TFAP2C",0.855125832431963,1.03383897930989,-0.746213944648929,-1.41686012926953,-1.38425504181603
"AURKA",1.26353850455494,0.316518325531209,-1.47596471284642,2.47938208374041,-0.529226455743935
"METTL2A",0.857048977834573,-0.0786639829427426,-0.435000327627277,-0.643520989923081,0.526930278008649
"GNA11",0.70387424648152,0.00567622787978242,0.983481508151333,0.998996170804209,-2.57864264530935
"ASAP3",0.932929796614328,0.318541126628266,1.47636465578963,0.148576761070159,-0.75937937192018
"TPX2",1.61252524968512,0.642021156487031,-0.528646004473051,0.0606845470263355,-0.172756901175129
"EPB41L1",1.47555049664529,-0.783060671752644,0.314824022486388,-2.17938118266901,-1.42694580581186
"SLC15A1",0.882048502998944,-1.54754005343099,0.0927866130438344,1.39581965856257,-0.66849247874725
"ATRN",0.813310579181456,0.428132801729524,-0.837041323764486,-0.851917398098127,0.80546894839334
"SMOX",0.860369564611153,-0.137291821807634,1.37760203789971,1.4886344692313,0.201783884995371
"SLC4A11",0.815650722496766,-1.22481735753173,-0.639193632939517,0.34490000208457,-0.0250438042656171
"ESF1",0.757326384049728,0.283956939648244,-1.04450091476619,0.165008048890443,-0.739903893378288
"TBX5",0.803754318585578,0.744987016205712,0.485889746195814,0.174662028833812,-0.863571727467909
"FXYD3",1.45647771568435,-3.27844172448849,0.120502200047539,-2.04171368828705,-0.693257894411222
"HEPH",1.21785148838571,-0.399886045411522,1.45118659884971,1.3867982440365,-0.666654953339051
